UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,machine_id
3349,M18208,M,301.3,310.7,1532,40.7,178,0,0,0,0,0,0,M_4348
3355,L50534,L,301.6,310.9,1559,40.2,191,0,0,0,0,0,0,M_4354
3357,L50536,L,301.6,310.8,1355,57.8,195,1,0,0,0,1,0,M_4356
3360,L50539,L,301.5,310.6,1525,41.9,204,0,0,0,0,0,0,M_4359
3369,L50548,L,301.5,310.8,1350,58.5,13,0,0,0,0,0,0,M_4368
3374,L50553,L,301.4,310.7,1568,35.2,23,0,0,0,0,0,0,M_4373
3375,L50554,L,301.4,310.7,1376,50.6,25,0,0,0,0,0,0,M_4374
3377,M18236,M,301.5,310.8,1385,47.5,30,0,0,0,0,0,0,M_4376
3381,L50560,L,301.4,310.7,1590,36.3,43,0,0,0,0,0,0,M_4380
3385,L50564,L,301.3,310.6,1426,40.7,54,0,0,0,0,0,0,M_4384
3386,L50565,L,301.5,310.7,1466,43.6,56,0,0,0,0,0,0,M_4385
3390,M18249,M,301.5,310.7,1416,53.2,69,0,0,0,0,0,0,M_4389
3391,H32804,H,301.5,310.7,1599,40.4,72,0,0,0,0,0,0,M_4390
3392,L50571,L,301.5,310.7,1466,47.3,77,0,0,0,0,0,0,M_4391
3395,L50574,L,301.5,310.6,1405,42.3,83,0,0,0,0,0,0,M_4394
3418,L50597,L,301.6,310.6,1621,33.7,137,0,0,0,0,0,0,M_4417
3420,L50599,L,301.5,310.5,1611,33.8,144,0,0,0,0,0,0,M_4419
3421,L50600,L,301.6,310.6,1834,23.5,146,0,0,0,0,0,0,M_4420
3424,L50603,L,301.4,310.4,1496,35.2,153,0,0,0,0,0,0,M_4423
3428,L50607,L,301.6,310.6,1562,34.4,162,0,0,0,0,0,0,M_4427
3431,H32844,H,301.6,310.6,1821,26.2,171,0,0,0,0,0,0,M_4430
3433,M18292,M,301.6,310.7,2012,20.7,178,0,0,0,0,0,0,M_4432
3437,L50616,L,301.5,310.5,1466,48.1,189,0,0,0,0,0,0,M_4436
3441,L50620,L,301.3,310.3,1460,41.5,197,0,0,0,0,0,0,M_4440
3445,L50624,L,301.5,310.6,1381,50.7,206,0,0,0,0,0,0,M_4444
3447,H32860,H,301.6,310.6,1400,49.5,211,0,0,0,0,0,0,M_4446
3448,L50627,L,301.7,310.6,1624,34.5,216,0,0,0,0,0,0,M_4447
3452,L50631,L,301.6,310.6,1455,43.9,0,0,0,0,0,0,0,M_4451
3453,H32866,H,301.6,310.5,1602,32.3,2,0,0,0,0,0,1,M_4452
3454,L50633,L,301.5,310.4,1425,54.4,7,0,0,0,0,0,0,M_4453
3457,H32870,H,301.4,310.4,1610,38.6,16,0,0,0,0,0,0,M_4456
3463,H32876,H,301.6,310.5,1786,27.1,35,0,0,0,0,0,0,M_4462
3467,L50646,L,301.7,310.6,1447,56.9,47,0,0,0,0,0,0,M_4466
3469,L50648,L,301.8,310.7,2092,18.6,51,0,0,0,0,0,0,M_4468
3472,L50651,L,301.8,310.7,1441,49.3,58,0,0,0,0,0,0,M_4471
3473,L50652,L,301.8,310.7,1523,43.3,60,0,0,0,0,0,0,M_4472
3477,L50656,L,301.8,310.6,1522,43.8,70,0,0,0,0,0,0,M_4476
3487,L50666,L,301.9,310.8,1650,29.8,94,0,0,0,0,0,0,M_4486
3490,L50669,L,301.9,310.9,1542,36.7,101,0,0,0,0,0,0,M_4489
3491,M18350,M,301.9,310.9,1763,28.4,103,0,0,0,0,0,0,M_4490
3494,M18353,M,301.9,311.0,1638,35.4,116,0,0,0,0,0,0,M_4493
3497,L50676,L,301.9,310.9,1309,48.0,124,0,0,0,0,0,0,M_4496
3507,H32920,H,301.6,310.8,1435,47.2,152,0,0,0,0,0,0,M_4506
3508,M18367,M,301.7,310.8,1502,34.4,157,0,0,0,0,0,0,M_4507
3511,L50690,L,301.7,311.0,1474,42.6,164,0,0,0,0,0,0,M_4510
3512,L50691,L,301.8,311.0,1322,53.0,166,0,0,0,0,0,0,M_4511
3517,L50696,L,302.0,311.1,1402,47.8,182,0,0,0,0,0,0,M_4516
3518,L50697,L,302.0,311.0,1550,35.2,184,0,0,0,0,0,0,M_4517
3526,L50705,L,301.8,310.9,1609,31.7,202,0,0,0,0,0,0,M_4525
3531,M18390,M,301.9,310.9,1441,43.7,0,0,0,0,0,0,0,M_4530
3532,M18391,M,301.9,310.9,1641,33.2,3,0,0,0,0,0,0,M_4531
3538,M18397,M,302.0,311.0,1980,21.5,20,0,0,0,0,0,0,M_4537
3548,M18407,M,301.9,311.0,1467,48.1,43,0,0,0,0,0,0,M_4547
3550,M18409,M,301.8,310.9,1299,60.4,48,0,0,0,0,0,0,M_4549
3554,M18413,M,301.8,310.8,1618,37.8,59,0,0,0,0,0,0,M_4553
3557,L50736,L,301.9,310.8,1735,31.5,66,0,0,0,0,0,0,M_4556
3558,M18417,M,301.8,310.7,1309,43.3,68,0,0,0,0,0,0,M_4557
3562,L50741,L,301.7,310.6,1486,38.5,78,0,0,0,0,0,0,M_4561
3563,L50742,L,301.7,310.6,1471,43.8,80,0,0,0,0,0,0,M_4562
3565,M18424,M,301.7,310.6,1492,42.2,85,0,0,0,0,0,0,M_4564
3566,M18425,M,301.8,310.7,1420,52.0,88,0,0,0,0,0,0,M_4565
3569,L50748,L,301.8,310.6,1372,54.7,95,0,0,0,0,0,0,M_4568
3573,L50752,L,301.8,310.6,1451,50.7,108,0,0,0,0,0,0,M_4572
3577,L50756,L,301.6,310.4,1599,41.7,116,0,0,0,0,0,0,M_4576
3580,L50759,L,301.8,310.6,2672,11.8,124,1,0,0,1,0,0,M_4579
3582,M18441,M,301.8,310.6,1459,40.2,128,0,0,0,0,0,0,M_4581
3585,L50764,L,301.8,310.6,1192,68.9,135,0,0,0,0,0,0,M_4584
3587,L50766,L,301.8,310.5,1593,34.9,139,0,0,0,0,0,0,M_4586
3589,M18448,M,301.7,310.6,1505,44.5,146,0,0,0,0,0,0,M_4588
3592,M18451,M,301.7,310.5,1458,41.4,153,0,0,0,0,0,0,M_4591
3595,M18454,M,301.6,310.4,1452,45.7,164,0,0,0,0,0,0,M_4594
3597,L50776,L,301.7,310.5,1354,50.0,169,0,0,0,0,0,0,M_4596
3599,L50778,L,301.7,310.5,1399,53.2,174,0,0,0,0,0,0,M_4598
3601,L50780,L,301.7,310.5,1523,34.7,181,0,0,0,0,0,0,M_4600
3604,L50783,L,301.7,310.7,1542,40.0,188,0,0,0,0,0,0,M_4603
3605,L50784,L,301.8,310.8,1557,33.3,190,0,0,0,0,0,0,M_4604
3611,M18470,M,301.7,310.8,1594,32.4,204,0,0,0,0,0,0,M_4610
3619,L50798,L,301.9,311.1,1448,46.3,14,0,0,0,0,0,0,M_4618
3628,L50807,L,302.2,311.5,1588,30.6,39,0,0,0,0,0,0,M_4627
3630,L50809,L,302.1,311.3,1415,44.1,43,0,0,0,0,0,0,M_4629
3632,M18491,M,302.1,311.4,1419,36.2,47,0,0,0,0,0,0,M_4631
3633,L50812,L,302.1,311.3,1634,30.6,50,0,0,0,0,0,0,M_4632
3634,M18493,M,302.2,311.3,1521,40.6,52,0,0,0,0,0,0,M_4633
3637,L50816,L,302.2,311.4,1449,46.5,60,0,0,0,0,0,0,M_4636
3639,M18498,M,302.3,311.5,1445,44.8,65,0,0,0,0,0,0,M_4638
3641,H33054,H,302.4,311.6,1544,39.1,70,0,0,0,0,0,0,M_4640
3645,L50824,L,302.2,311.5,1548,32.4,81,0,0,0,0,0,0,M_4644
3649,M18508,M,302.2,311.5,1443,47.0,90,0,0,0,0,0,0,M_4648
3653,M18512,M,302.1,311.5,1341,50.8,99,0,0,0,0,0,0,M_4652
3655,L50834,L,302.1,311.4,1603,35.9,104,0,0,0,0,0,0,M_4654
3658,L50837,L,302.1,311.5,1477,45.4,111,0,0,0,0,0,0,M_4657
3660,M18519,M,302.2,311.5,1734,25.0,116,0,0,0,0,0,0,M_4659
3666,M18525,M,302.4,311.8,1358,50.6,133,0,0,0,0,0,0,M_4665
3670,L50849,L,302.4,311.8,1465,40.2,143,0,0,0,0,0,0,M_4669
3671,L50850,L,302.3,311.7,1701,27.5,145,0,0,0,0,0,0,M_4670
3673,L50852,L,302.3,311.6,1658,32.3,150,0,0,0,0,0,0,M_4672
3675,L50854,L,302.2,311.5,1346,52.4,157,0,0,0,0,0,0,M_4674
3676,M18535,M,302.1,311.5,1866,23.1,159,0,0,0,0,0,0,M_4675
3677,M18536,M,302.2,311.5,1562,38.0,162,0,0,0,0,0,0,M_4676
3679,L50858,L,302.2,311.5,1567,33.1,168,0,0,0,0,0,0,M_4678
3680,L50859,L,302.2,311.5,1725,34.0,170,0,0,0,0,0,0,M_4679
3684,M18543,M,302.0,311.2,1558,39.1,179,0,0,0,0,0,0,M_4683
3688,M18547,M,302.0,311.2,1625,30.7,189,0,0,0,0,0,0,M_4687
3691,L50870,L,302.1,311.3,1477,43.6,196,0,0,0,0,0,0,M_4690
3695,M18554,M,302.1,311.3,1511,45.0,204,0,0,0,0,0,0,M_4694
3696,L50875,L,302.2,311.3,1530,37.3,207,1,1,0,0,0,0,M_4695
3697,L50876,L,302.1,311.2,1454,46.8,0,0,0,0,0,0,0,M_4696
3698,L50877,L,302.2,311.2,1928,23.1,2,0,0,0,0,0,0,M_4697
3701,L50880,L,302.1,311.2,1447,50.3,11,0,0,0,0,0,0,M_4700
3702,L50881,L,302.1,311.2,1417,48.0,13,0,0,0,0,0,0,M_4701
3710,L50889,L,302.2,311.4,1754,26.9,33,0,0,0,0,0,0,M_4709
3712,L50891,L,302.2,311.5,1543,38.5,37,0,0,0,0,0,0,M_4711
3713,L50892,L,302.3,311.5,1543,33.1,39,0,0,0,0,0,0,M_4712
3714,L50893,L,302.3,311.5,1565,35.6,41,0,0,0,0,0,0,M_4713
3715,M18574,M,302.3,311.4,1855,23.9,43,0,0,0,0,0,0,M_4714
3717,L50896,L,302.3,311.4,1609,32.3,49,0,0,0,0,0,0,M_4716
3720,L50899,L,302.4,311.5,1590,39.9,58,0,0,0,0,0,0,M_4719
3725,M18584,M,302.3,311.2,1507,47.7,70,0,0,0,0,0,0,M_4724
3726,H33139,H,302.3,311.1,1543,37.5,73,0,0,0,0,0,0,M_4725
3727,M18586,M,302.3,311.2,1505,36.7,78,0,0,0,0,0,0,M_4726
3728,L50907,L,302.3,311.2,1786,24.3,81,0,0,0,0,0,0,M_4727
3736,M18595,M,302.2,311.1,1434,58.6,102,0,0,0,0,0,0,M_4735
3738,L50917,L,302.2,311.1,1351,48.6,110,0,0,0,0,0,0,M_4737
3739,M18598,M,302.3,311.2,1454,43.8,112,0,0,0,0,0,0,M_4738
3741,L50920,L,302.3,311.2,1401,49.7,118,0,0,0,0,0,0,M_4740
3742,L50921,L,302.4,311.3,1503,38.2,120,0,0,0,0,0,0,M_4741
3745,L50924,L,302.5,311.4,1409,53.1,126,0,0,0,0,0,0,M_4744
3748,L50927,L,302.5,311.1,1499,38.8,135,0,0,0,0,0,0,M_4747
3749,L50928,L,302.5,311.1,1493,39.0,137,0,0,0,0,0,0,M_4748
3751,L50930,L,302.3,311.1,1589,29.9,141,0,0,0,0,0,0,M_4750
3755,L50934,L,302.3,311.0,1442,43.7,152,0,0,0,0,0,0,M_4754
3757,L50936,L,302.3,311.1,1546,33.1,156,0,0,0,0,0,0,M_4756
3761,L50940,L,302.3,310.9,1377,46.8,166,1,0,1,0,0,0,M_4760
3763,M18622,M,302.3,311.0,1526,37.7,171,0,0,0,0,0,0,M_4762
3764,L50943,L,302.3,311.0,1428,47.9,174,0,0,0,0,0,0,M_4763
3767,L50946,L,302.3,311.1,1373,53.0,181,0,0,0,0,0,0,M_4766
3770,M18629,M,302.2,311.0,1436,47.0,187,0,0,0,0,0,0,M_4769
3776,H33189,H,302.5,311.1,1850,23.3,203,0,0,0,0,0,0,M_4775
3779,M18638,M,302.4,311.1,1366,54.4,0,0,0,0,0,0,0,M_4778
3789,L50968,L,302.3,310.8,1511,48.1,24,0,0,0,0,0,0,M_4788
3790,L50969,L,302.3,310.8,1650,32.4,26,0,0,0,0,0,0,M_4789
3798,L50977,L,302.1,310.8,1622,36.8,45,0,0,0,0,0,0,M_4797
3805,L50984,L,302.3,310.9,1529,33.4,62,0,0,0,0,0,0,M_4804
3809,M18668,M,302.3,310.9,1762,24.5,73,0,0,0,0,0,0,M_4808
3811,M18670,M,302.2,310.8,1562,38.1,78,0,0,0,0,0,0,M_4810
3813,L50992,L,302.0,310.6,1392,50.0,84,0,0,0,0,0,0,M_4812
3815,M18674,M,302.1,310.6,1326,59.1,88,1,0,1,0,0,0,M_4814
3819,L50998,L,302.1,310.7,1491,42.8,98,0,0,0,0,0,0,M_4818
3829,M18688,M,302.3,310.8,1762,27.8,127,0,0,0,0,0,0,M_4828
3831,L51010,L,302.3,310.9,1891,22.7,135,0,0,0,0,0,0,M_4830
3832,M18691,M,302.3,310.9,1742,29.7,137,0,0,0,0,0,0,M_4831
3836,M18695,M,302.3,311.1,1435,43.1,149,0,0,0,0,0,0,M_4835
3840,M18699,M,302.3,311.0,1578,33.5,158,0,0,0,0,0,0,M_4839
3841,L51020,L,302.4,311.0,1610,33.1,161,0,0,0,0,0,0,M_4840
3844,L51023,L,302.5,311.2,1227,60.1,167,0,0,0,0,0,0,M_4843
3846,L51025,L,302.3,311.0,1591,32.7,171,0,0,0,0,0,0,M_4845
3851,M18710,M,302.3,311.0,1421,41.3,182,0,0,0,0,0,0,M_4850
3855,L51034,L,302.4,311.0,1338,67.6,194,1,0,0,1,1,0,M_4854
3864,L51043,L,302.5,311.4,1674,27.0,223,0,0,0,0,0,0,M_4863
3865,M18724,M,302.5,311.4,1629,31.7,225,0,0,0,0,0,0,M_4864
3868,M18727,M,302.7,311.6,2709,9.7,2,1,0,0,1,0,0,M_4867
3869,M18728,M,302.7,311.7,1759,29.9,5,0,0,0,0,0,0,M_4868
3875,L51054,L,302.6,311.7,1254,54.1,19,0,0,0,0,0,0,M_4874
3877,L51056,L,302.6,311.8,1627,31.8,23,0,0,0,0,0,0,M_4876
3889,L51068,L,302.3,311.2,1903,22.9,55,0,0,0,0,0,0,M_4888
3891,L51070,L,302.3,311.2,1386,53.5,59,0,0,0,0,0,0,M_4890
3896,M18755,M,302.3,311.2,1546,40.0,71,0,0,0,0,0,0,M_4895
3898,M18757,M,302.2,311.1,1640,32.8,77,0,0,0,0,0,0,M_4897
3901,M18760,M,302.1,311.1,1450,51.6,86,0,0,0,0,0,0,M_4900
3912,M18771,M,302.3,311.3,1339,50.8,123,0,0,0,0,0,0,M_4911
3914,M18773,M,302.4,311.4,1675,29.6,128,0,0,0,0,0,0,M_4913
3918,L51097,L,302.6,311.7,1542,34.1,137,0,0,0,0,0,0,M_4917
3920,H33333,H,302.5,311.5,1655,32.3,142,0,0,0,0,0,0,M_4919
3921,L51100,L,302.6,311.5,1885,27.5,147,0,0,0,0,0,0,M_4920
3926,L51105,L,302.6,311.6,1638,29.6,160,0,0,0,0,0,0,M_4925
3927,L51106,L,302.6,311.5,1609,36.0,162,0,0,0,0,0,0,M_4926
3931,M18790,M,302.6,311.6,2041,19.2,174,0,0,0,0,0,0,M_4930
3939,L51118,L,302.5,311.5,1603,32.4,194,0,0,0,0,0,0,M_4938
3941,L51120,L,302.3,311.5,1395,54.2,198,0,0,0,0,0,0,M_4940
3944,L51123,L,302.3,311.4,1333,66.7,205,1,0,0,1,1,0,M_4943
3954,M18813,M,302.3,311.4,1484,39.5,22,0,0,0,0,0,0,M_4953
3959,L51138,L,302.2,311.3,1378,55.5,35,0,0,0,0,0,0,M_4958
3960,M18819,M,302.2,311.4,1538,37.4,37,0,0,0,0,0,0,M_4959
3968,M18827,M,302.3,311.4,1479,45.6,59,0,0,0,0,0,0,M_4967
3971,M18830,M,302.3,311.4,1345,47.6,67,0,0,0,0,0,0,M_4970
3973,L51152,L,302.3,311.4,1511,34.7,75,0,0,0,0,0,0,M_4972
3975,L51154,L,302.4,311.5,1505,37.9,79,0,0,0,0,0,0,M_4974
3977,H33390,H,302.3,311.4,1372,46.0,86,0,0,0,0,0,0,M_4976
3984,L51163,L,302.2,311.3,1389,46.9,106,0,0,0,0,0,0,M_4983
3987,M18846,M,302.2,311.3,1577,29.8,112,0,0,0,0,0,0,M_4986
3988,M18847,M,302.3,311.3,1444,43.1,115,0,0,0,0,0,0,M_4987
3989,L51168,L,302.2,311.3,1554,40.2,118,0,0,0,0,0,0,M_4988
3994,L51173,L,302.3,311.3,1324,47.8,131,0,0,0,0,0,0,M_4993
3999,L51178,L,302.1,311.0,1586,35.1,142,0,0,0,0,0,0,M_4998
4001,L51180,L,302.1,311.2,1422,50.3,146,0,0,0,0,0,0,M_5000
4009,M18868,M,302.2,311.2,1471,41.9,166,0,0,0,0,0,0,M_5008
4015,L51194,L,302.1,311.0,1740,30.8,182,0,0,0,0,0,0,M_5014
4019,M18878,M,302.0,310.8,1783,23.1,190,0,0,0,0,0,0,M_5018
4022,H33435,H,302.1,310.9,1452,42.5,198,0,0,0,0,0,0,M_5021
4027,M18886,M,302.1,311.0,1574,34.1,215,0,0,0,0,0,0,M_5026
4034,L51213,L,302.1,310.8,1772,27.1,233,0,0,0,0,0,0,M_5033
4037,L51216,L,302.0,310.8,1445,49.1,2,0,0,0,0,0,0,M_5036
4038,M18897,M,302.0,310.8,1609,35.2,4,0,0,0,0,0,0,M_5037
4041,L51220,L,302.0,310.8,1767,27.4,11,0,0,0,0,0,0,M_5040
4062,L51241,L,301.9,310.8,1906,21.7,62,0,0,0,0,0,0,M_5061
4067,M18926,M,301.9,310.7,1472,47.0,73,0,0,0,0,0,0,M_5066
4071,L51250,L,302.0,310.7,1348,58.1,83,0,0,0,0,0,0,M_5070
4074,M18933,M,301.9,310.6,1412,46.5,89,0,0,0,0,0,0,M_5073
4080,L51259,L,302.0,310.5,1978,22.0,106,0,0,0,0,0,0,M_5079
4083,L51262,L,302.0,310.4,1568,39.2,112,0,0,0,0,0,0,M_5082
4084,M18943,M,302.0,310.4,1567,36.4,114,0,0,0,0,0,0,M_5083
4089,L51268,L,301.9,310.5,1477,42.4,128,0,0,0,0,0,0,M_5088
4091,L51270,L,302.0,310.5,2197,15.8,133,0,0,0,0,0,0,M_5090
4096,H33509,H,302.0,310.5,1459,43.2,148,0,0,0,0,0,0,M_5095
4108,L51287,L,302.0,310.5,1809,27.1,175,0,0,0,0,0,0,M_5107
4110,M18969,M,301.9,310.6,1475,47.8,179,0,0,0,0,0,0,M_5109
4115,L51294,L,302.0,310.6,1358,53.1,194,0,0,0,0,0,0,M_5114
4117,M18976,M,302.0,310.5,1381,58.4,201,0,0,0,0,0,0,M_5116
4125,L51304,L,302.1,310.6,1385,53.6,5,0,0,0,0,0,0,M_5124
4134,L51313,L,301.8,310.3,1765,27.3,29,0,0,0,0,0,0,M_5133
4136,M18995,M,301.7,310.3,1787,26.7,33,0,0,0,0,0,0,M_5135
4137,L51316,L,301.7,310.1,1487,48.0,36,0,0,0,0,0,0,M_5136
4138,L51317,L,301.7,310.1,1384,50.5,38,0,0,0,0,0,0,M_5137
4139,L51318,L,301.7,310.2,1311,57.4,40,1,0,1,0,0,0,M_5138
4143,L51322,L,301.7,310.1,1424,50.2,54,0,0,0,0,0,0,M_5142
4144,L51323,L,301.7,310.1,1500,39.6,56,0,0,0,0,0,0,M_5143
4147,L51326,L,301.8,310.3,1482,41.4,63,0,0,0,0,0,0,M_5146
4151,L51330,L,301.9,310.4,1610,34.8,71,0,0,0,0,0,0,M_5150
4156,L51335,L,302.0,310.5,1370,44.4,85,1,0,1,0,0,0,M_5155
4159,L51338,L,301.9,310.4,1889,21.5,92,0,0,0,0,0,0,M_5158
4165,L51344,L,302.2,310.6,1346,47.5,109,1,0,1,0,0,0,M_5164
4168,M19027,M,302.3,310.7,1559,33.9,119,0,0,0,0,0,0,M_5167
4172,M19031,M,302.2,310.5,1832,23.7,129,0,0,0,0,0,0,M_5171
4176,L51355,L,302.3,310.7,1612,33.4,139,0,0,0,0,0,0,M_5175
4178,L51357,L,302.5,310.9,1477,39.2,144,0,0,0,0,0,0,M_5177
4179,L51358,L,302.5,310.9,1624,34.4,146,0,0,0,0,0,0,M_5178
4180,L51359,L,302.4,310.9,1349,46.1,148,1,0,1,0,0,0,M_5179
4183,L51362,L,302.4,310.7,1362,54.8,155,1,0,1,0,0,0,M_5182
4184,L51363,L,302.3,310.7,1402,50.9,157,0,0,0,0,0,0,M_5183
4187,M19046,M,302.2,310.6,1570,34.6,163,0,0,0,0,0,0,M_5186
4188,M19047,M,302.2,310.7,1601,33.0,166,0,0,0,0,0,0,M_5187
4189,M19048,M,302.3,310.8,1611,31.8,169,0,0,0,0,0,0,M_5188
4198,L51377,L,302.4,311.0,1573,36.5,193,0,0,0,0,0,0,M_5197
4200,M19059,M,302.5,311.1,1638,32.0,198,0,0,0,0,0,0,M_5199
4201,L51380,L,302.5,311.1,1571,34.2,201,0,0,0,0,0,0,M_5200
4204,M19063,M,302.3,310.9,1558,31.9,207,0,0,0,0,0,0,M_5203
4207,M19066,M,302.3,310.8,1721,28.4,215,0,0,0,0,0,0,M_5206
4209,M19068,M,302.3,310.9,1627,32.3,0,0,0,0,0,0,0,M_5208
4212,L51391,L,302.1,310.7,1314,52.8,8,1,0,1,0,0,0,M_5211
4213,M19072,M,302.0,310.6,1392,60.5,10,0,0,0,0,0,0,M_5212
4215,L51394,L,301.9,310.6,1573,36.6,15,0,0,0,0,0,0,M_5214
4219,M19078,M,302.0,310.6,1479,40.5,24,0,0,0,0,0,0,M_5218
4220,L51399,L,301.9,310.7,1717,26.8,27,0,0,0,0,0,0,M_5219
4224,L51403,L,302.0,310.7,1657,31.9,37,0,0,0,0,0,0,M_5223
4226,L51405,L,302.1,310.7,1359,49.3,41,1,0,1,0,0,0,M_5225
4228,L51407,L,302.2,310.8,1383,46.9,45,0,0,0,0,0,0,M_5227
4233,L51412,L,302.2,310.9,1452,42.3,56,0,0,0,0,0,0,M_5232
4235,H33648,H,302.2,310.9,1522,35.9,61,0,0,0,0,0,0,M_5234
4243,L51422,L,302.4,311.0,1462,48.5,81,0,0,0,0,0,0,M_5242
4244,M19103,M,302.4,310.9,1435,42.3,83,0,0,0,0,0,0,M_5243
4245,L51424,L,302.4,310.9,1469,39.6,86,0,0,0,0,0,0,M_5244
4250,L51429,L,302.5,310.9,1330,56.9,97,1,0,1,0,0,0,M_5249
4256,M19115,M,302.5,311.0,1387,52.1,116,0,0,0,0,0,0,M_5255
4257,M19116,M,302.6,311.0,1591,33.9,119,0,0,0,0,0,0,M_5256
4260,L51439,L,302.7,311.2,1545,35.1,128,0,0,0,0,0,0,M_5259
4261,H33674,H,302.7,311.1,1418,43.4,130,0,0,0,0,0,0,M_5260
4262,L51441,L,302.7,311.1,1730,28.1,135,0,0,0,0,0,0,M_5261
4264,L51443,L,302.6,311.0,1620,36.2,139,0,0,0,0,0,0,M_5263
4269,L51448,L,302.7,311.0,1694,29.8,150,0,0,0,0,0,0,M_5268
4273,L51452,L,302.5,310.8,1577,36.9,158,0,0,0,0,0,0,M_5272
4275,L51454,L,302.4,310.6,1445,40.3,162,0,0,0,0,0,0,M_5274
4279,L51458,L,302.0,310.1,1409,50.4,172,0,0,0,0,0,0,M_5278
4283,L51462,L,301.9,309.9,1374,48.5,180,1,0,1,0,0,0,M_5282
4284,M19143,M,301.8,309.9,1334,61.0,182,1,0,1,0,0,0,M_5283
4286,L51465,L,301.7,309.9,1317,49.0,187,1,0,1,0,0,0,M_5285
4287,M19146,M,301.7,309.9,1434,47.9,189,0,0,0,0,0,0,M_5286
4290,M19149,M,301.8,310.0,1781,23.9,198,0,0,0,0,0,0,M_5289
4294,L51473,L,301.8,310.0,1393,44.9,208,0,0,0,0,0,0,M_5293
4298,M19157,M,301.8,310.2,1609,34.2,217,0,0,0,0,0,0,M_5297
4301,M19160,M,301.7,310.1,1644,34.6,5,0,0,0,0,0,0,M_5300
4309,H33722,H,301.4,309.9,1460,47.2,22,0,0,0,0,0,0,M_5308
4312,M19171,M,301.5,310.1,1468,40.8,32,0,0,0,0,0,0,M_5311
4313,L51492,L,301.5,310.1,1430,46.5,35,0,0,0,0,0,0,M_5312
4325,L51504,L,301.7,310.2,1486,43.0,66,0,0,0,0,0,0,M_5324
4328,H33741,H,301.7,310.1,1660,29.3,72,0,0,0,0,0,0,M_5327
4331,L51510,L,301.5,309.8,1549,38.5,81,0,0,0,0,0,0,M_5330
4347,L51526,L,301.8,309.7,1598,30.4,124,0,0,0,0,0,0,M_5346
4350,L51529,L,301.9,309.7,1595,31.4,133,0,0,0,0,0,0,M_5349
4352,L51531,L,301.8,309.6,1432,43.7,138,0,0,0,0,0,0,M_5351
4357,L51536,L,302.0,309.8,1649,31.0,152,0,0,0,0,0,0,M_5356
4359,H33772,H,302.0,309.9,1606,34.5,156,0,0,0,0,0,0,M_5358
4361,L51540,L,302.1,310.1,1543,35.8,164,0,0,0,0,0,0,M_5360
4362,M19221,M,302.1,310.1,1379,48.2,166,1,0,1,0,0,0,M_5361
4364,H33777,H,302.1,310.1,1844,24.6,171,0,0,0,0,0,0,M_5363
4365,H33778,H,302.1,310.1,1615,29.9,176,0,0,0,0,0,0,M_5364
4366,L51545,L,302.0,310.0,1449,48.8,181,0,0,0,0,0,0,M_5365
4381,L51560,L,301.9,309.6,1410,49.0,223,0,0,0,0,0,0,M_5380
4385,L51564,L,301.8,309.6,1443,42.7,231,0,0,0,0,0,0,M_5384
4389,L51568,L,302.0,309.8,1701,27.2,4,0,0,0,0,0,0,M_5388
4390,M19249,M,302.1,310.0,1355,45.1,6,1,0,1,0,0,0,M_5389
4400,L51579,L,302.3,310.1,1653,29.7,34,0,0,0,0,0,0,M_5399
4403,H33816,H,302.3,310.2,1506,33.8,43,0,0,0,0,0,0,M_5402
4407,L51586,L,302.5,310.3,1326,58.5,55,1,0,1,0,0,0,M_5406
4414,M19273,M,302.7,310.5,1398,47.3,70,0,0,0,0,0,0,M_5413
4423,M19282,M,302.6,310.2,2157,17.2,94,0,0,0,0,0,0,M_5422
4426,L51605,L,302.5,310.2,1547,36.9,103,0,0,0,0,0,0,M_5425
4427,L51606,L,302.6,310.3,1479,40.4,105,0,0,0,0,0,0,M_5426
4431,H33844,H,302.3,310.1,1688,30.4,115,0,0,0,0,0,0,M_5430
4432,H33845,H,302.3,310.2,1443,54.6,120,0,0,0,0,0,0,M_5431
4433,L51612,L,302.4,310.2,1445,46.4,125,0,0,0,0,0,0,M_5432
4434,H33847,H,302.4,310.2,1435,44.9,127,0,0,0,0,0,0,M_5433
4436,L51615,L,302.3,310.1,1321,52.7,134,1,0,1,0,0,0,M_5435
4438,L51617,L,302.4,310.2,1578,31.2,139,0,0,0,0,0,0,M_5437
4441,L51620,L,302.5,310.3,1446,44.0,146,0,0,0,0,0,0,M_5440
4444,L51623,L,302.5,310.3,1405,57.4,152,0,0,0,0,0,0,M_5443
4446,L51625,L,302.5,310.2,1716,29.9,156,0,0,0,0,0,0,M_5445
4452,L51631,L,302.5,310.3,1549,40.9,170,0,0,0,0,0,0,M_5451
4453,M19312,M,302.5,310.3,1447,39.2,172,0,0,0,0,0,0,M_5452
4466,L51645,L,302.8,310.6,1404,43.2,203,0,0,0,0,0,0,M_5465
4469,L51648,L,302.7,310.5,1725,29.0,209,0,0,0,0,0,0,M_5468
4471,L51650,L,302.7,310.6,1564,34.3,0,0,0,0,0,0,0,M_5470
4474,L51653,L,302.7,310.5,1551,35.9,6,0,0,0,0,0,0,M_5473
4480,L51659,L,302.6,310.2,1923,21.5,18,0,0,0,0,0,0,M_5479
