UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,machine_id
2331,M17190,M,299.3,308.7,1390,49.3,215,0,0,0,0,0,0,M_3330
3516,M18375,M,301.9,311.1,1605,40.0,179,0,0,0,0,0,0,M_4515
2188,M17047,M,299.8,309.4,1439,47.4,57,0,0,0,0,0,0,M_3187
196,L47375,L,298.3,308.5,1453,42.9,89,0,0,0,0,0,0,M_1195
7258,L54437,L,300.2,310.4,1518,41.8,5,0,0,0,0,0,0,M_8257
5667,L52846,L,302.2,311.4,1430,43.1,29,0,0,0,0,0,0,M_6666
5060,L52239,L,303.9,312.8,1419,47.9,196,0,0,0,0,0,0,M_6059
803,L47982,L,296.9,307.8,1571,35.0,102,0,0,0,0,0,0,M_1802
8849,M23708,M,297.5,308.9,1436,44.8,2,0,0,0,0,0,0,M_9848
9929,M24788,M,298.4,308.5,1576,27.4,55,0,0,0,0,0,0,M_10928
2069,M16928,M,299.7,309.6,1534,39.1,176,0,0,0,0,0,0,M_3068
9083,L56262,L,297.2,307.9,1309,49.6,167,0,0,0,0,0,0,M_10082
8745,M23604,M,297.4,308.7,1798,23.0,135,0,0,0,0,0,0,M_9744
645,H30058,H,297.7,309.4,1608,30.2,135,0,0,0,0,0,0,M_1644
9375,M24234,M,297.8,308.5,1466,44.7,88,0,0,0,0,0,0,M_10374
5104,L52283,L,304.1,313.4,1399,43.7,111,0,0,0,0,0,0,M_6103
5461,M20320,M,303.0,312.4,1526,36.1,142,0,0,0,0,0,0,M_6460
1638,L48817,L,297.9,307.8,1665,33.9,102,0,0,0,0,0,0,M_2637
121,L47300,L,298.9,308.7,1433,44.7,108,0,0,0,0,0,0,M_1120
2982,H32395,H,300.4,309.4,1530,40.4,112,0,0,0,0,0,0,M_3981
5070,M19929,M,304.2,313.2,1380,48.7,17,0,0,0,0,0,0,M_6069
3075,L50254,L,300.1,309.2,1783,27.3,118,0,0,0,0,0,0,M_4074
8928,M23787,M,297.4,308.4,1789,25.0,210,0,0,0,0,0,0,M_9927
3279,L50458,L,301.3,310.0,1506,40.8,11,0,0,0,0,0,0,M_4278
2136,L49315,L,299.3,309.0,1511,47.8,148,0,0,0,0,0,0,M_3135
8942,M23801,M,297.3,308.3,1595,32.2,29,0,0,0,0,0,0,M_9941
4971,L52150,L,303.8,312.6,1565,36.0,179,0,0,0,0,0,0,M_5970
6196,L53375,L,300.9,310.8,1729,30.2,53,0,0,0,0,0,0,M_7195
135,L47314,L,298.8,308.4,1369,53.0,138,0,0,0,0,0,0,M_1134
7732,L54911,L,300.6,312.0,1566,30.1,128,0,0,0,0,0,0,M_8731
5325,M20184,M,303.4,312.8,1526,30.8,37,0,0,0,0,0,0,M_6324
9641,L56820,L,299.4,310.5,1514,36.1,169,0,0,0,0,0,0,M_10640
6161,L53340,L,301.0,310.9,1570,34.0,192,0,0,0,0,0,0,M_7160
2560,L49739,L,299.3,309.0,1447,50.4,140,0,0,0,0,0,1,M_3559
63,L47242,L,298.8,309.0,1829,22.9,172,0,0,0,0,0,0,M_1062
1359,M16218,M,298.7,310.1,1693,31.9,51,0,0,0,0,0,0,M_2358
6726,M21585,M,301.5,310.7,1359,47.1,115,0,0,0,0,0,0,M_7725
2468,M17327,M,298.9,308.6,1574,33.5,128,0,0,0,0,0,0,M_3467
680,L47859,L,297.8,309.2,1372,47.3,15,0,0,0,0,0,0,M_1679
6798,M21657,M,301.2,310.7,1615,34.9,95,0,0,0,0,0,0,M_7797
742,L47921,L,296.9,308.3,1513,38.8,189,0,0,0,0,0,0,M_1741
5308,L52487,L,304.0,313.3,1530,34.8,211,0,0,0,0,0,0,M_6307
7628,L54807,L,300.5,311.7,1445,44.8,83,0,0,0,0,0,0,M_8627
3642,L50821,L,302.3,311.6,1488,41.8,75,0,0,0,0,0,0,M_4641
445,L47624,L,297.4,308.4,1582,37.2,68,0,0,0,0,0,0,M_1444
8141,L55320,L,299.6,310.9,1658,28.0,76,0,0,0,0,0,0,M_9140
3259,L50438,L,301.2,309.9,1643,32.9,171,0,0,0,0,0,0,M_4258
4664,L51843,L,303.3,311.3,1389,53.9,39,0,0,0,0,0,0,M_5663
1874,L49053,L,298.4,308.1,1367,57.8,92,0,0,0,0,0,0,M_2873
6367,M21226,M,299.9,309.5,2065,18.1,62,0,0,0,0,0,0,M_7366
2597,L49776,L,299.0,308.7,1426,38.6,16,0,0,0,0,0,0,M_3596
1718,L48897,L,298.2,307.6,1369,54.5,82,0,0,0,0,0,0,M_2717
2913,L50092,L,300.7,309.6,1661,30.3,129,0,0,0,0,0,0,M_3912
2844,L50023,L,300.3,309.2,1532,40.2,194,0,0,0,0,0,0,M_3843
4028,L51207,L,302.0,311.0,1566,37.8,218,0,0,0,0,0,0,M_5027
5489,L52668,L,302.7,312.2,1450,52.1,213,1,0,0,0,1,0,M_6488
8635,L55814,L,297.3,308.3,1411,43.2,63,0,0,0,0,0,0,M_9634
8038,L55217,L,300.7,311.8,1603,34.1,17,0,0,0,0,0,0,M_9037
9233,L56412,L,298.2,309.1,1350,52.0,136,0,0,0,0,0,0,M_10232
490,M15349,M,297.5,309.2,1347,55.8,188,0,0,0,0,0,0,M_1489
494,L47673,L,297.5,309.3,1470,38.8,197,0,0,0,0,0,0,M_1493
691,H30104,H,297.6,309.0,1413,40.2,51,0,0,0,0,0,0,M_1690
3822,L51001,L,302.3,310.9,1596,33.5,104,0,0,0,0,0,0,M_4821
603,L47782,L,297.9,309.8,2000,21.3,29,0,0,0,0,0,0,M_1602
1912,M16771,M,298.1,307.8,1316,57.2,191,0,0,0,0,0,0,M_2911
1015,L48194,L,296.2,307.2,1445,41.8,20,0,0,0,0,0,0,M_2014
6157,L53336,L,301.1,311.1,1508,41.5,184,0,0,0,0,0,0,M_7156
1994,M16853,M,298.3,308.0,1463,42.5,190,0,0,0,0,0,0,M_2993
5770,L52949,L,301.7,311.3,1348,51.0,87,0,0,0,0,0,0,M_6769
3758,M18617,M,302.2,311.1,1516,33.7,158,0,0,0,0,0,0,M_4757
2367,L49546,L,299.3,308.5,1485,44.7,78,0,0,0,0,0,0,M_3366
5284,L52463,L,303.8,313.2,1525,41.9,145,0,0,0,0,0,0,M_6283
4371,L51550,L,302.0,309.9,1308,57.6,197,1,0,1,0,1,0,M_5370
6884,L54063,L,300.9,311.3,1953,19.4,107,0,0,0,0,0,0,M_7883
7012,L54191,L,300.5,310.5,2633,12.2,17,1,0,0,1,0,0,M_8011
1362,M16221,M,298.6,310.1,1458,41.9,61,0,0,0,0,0,0,M_2361
8462,L55641,L,298.7,309.9,1446,43.3,46,0,0,0,0,0,0,M_9461
1527,L48706,L,298.1,309.0,1787,27.6,47,0,0,0,0,0,0,M_2526
1328,L48507,L,298.8,310.2,1814,26.8,204,0,0,0,0,0,0,M_2327
8508,L55687,L,298.4,309.7,1518,39.8,165,0,0,0,0,0,0,M_9507
9032,H38445,H,297.5,308.4,1793,23.9,28,0,0,0,0,0,0,M_10031
1552,L48731,L,298.4,308.8,1458,40.1,111,0,0,0,0,0,0,M_2551
7770,L54949,L,300.3,311.5,1552,38.9,23,0,0,0,0,0,0,M_8769
9909,L57088,L,298.6,309.0,1456,47.7,0,0,0,0,0,0,0,M_10908
1338,H30751,H,298.7,310.2,1613,36.0,0,0,0,0,0,0,0,M_2337
3902,H33315,H,302.2,311.1,1553,34.1,89,0,0,0,0,0,0,M_4901
3011,L50190,L,300.3,309.6,1537,37.1,187,0,0,0,0,0,0,M_4010
5042,L52221,L,304.0,313.2,1314,47.1,144,0,0,0,0,0,0,M_6041
8826,M23685,M,297.3,308.8,1548,41.3,140,0,0,0,0,0,0,M_9825
2251,M17110,M,299.2,308.4,1396,48.7,13,0,0,0,0,0,0,M_3250
6534,L53713,L,301.3,310.7,1504,47.2,74,0,0,0,0,0,0,M_7533
5040,H34453,H,304.1,313.3,1689,32.5,134,0,0,0,0,0,0,M_6039
2347,L49526,L,299.2,308.4,1402,47.7,24,0,0,0,0,0,0,M_3346
9283,M24142,M,298.2,308.9,1414,44.3,68,0,0,0,0,0,0,M_10282
5486,L52665,L,302.6,312.1,1344,51.0,206,0,0,0,0,0,0,M_6485
2785,L49964,L,300.2,309.6,1430,52.7,47,0,0,0,0,0,0,M_3784
5120,L52299,L,304.2,313.6,1411,46.0,149,0,0,0,0,0,0,M_6119
7551,M22410,M,300.3,311.4,1554,34.3,99,0,0,0,0,0,0,M_8550
5556,L52735,L,302.5,312.0,1411,44.2,177,0,0,0,0,0,0,M_6555
5600,M20459,M,302.7,312.0,1652,31.0,81,0,0,0,0,0,0,M_6599
7631,L54810,L,300.5,311.6,1534,37.7,90,0,0,0,0,0,0,M_8630
151,L47330,L,298.4,308.3,1422,42.7,186,0,0,0,0,0,0,M_1150
2805,L49984,L,300.1,309.5,1450,40.1,100,0,0,0,0,0,0,M_3804
5875,M20734,M,301.5,311.1,1660,33.8,115,0,0,0,0,0,0,M_6874
2087,H31500,H,299.4,309.3,1439,49.7,9,0,0,0,0,0,0,M_3086
3752,L50931,L,302.4,311.1,1520,42.2,143,0,0,0,0,0,0,M_4751
5613,L52792,L,303.0,312.3,1486,42.4,112,0,0,0,0,0,0,M_6612
2260,L49439,L,299.1,308.3,1431,52.3,38,0,0,0,0,0,0,M_3259
4018,L51197,L,302.0,310.8,1902,23.4,188,0,0,0,0,0,0,M_5017
6114,M20973,M,300.7,310.8,1724,30.0,76,0,0,0,0,0,0,M_7113
6059,M20918,M,300.9,310.9,1636,35.3,153,0,0,0,0,0,0,M_7058
2425,L49604,L,298.9,308.2,1828,23.8,26,0,0,0,0,0,0,M_3424
8035,L55214,L,300.7,311.8,1564,36.8,11,0,0,0,0,0,0,M_9034
3857,M18716,M,302.4,311.2,1330,58.6,201,0,0,0,0,0,0,M_4856
860,H30273,H,296.2,307.0,1542,40.6,28,0,0,0,0,0,0,M_1859
8171,L55350,L,299.9,311.3,1522,45.7,153,0,0,0,0,0,0,M_9170
7592,M22451,M,300.5,311.1,1296,61.3,202,1,0,0,0,1,0,M_8591
8098,L55277,L,300.3,311.7,1452,41.5,172,0,0,0,0,0,0,M_9097
7321,H36734,H,299.8,310.2,1411,49.7,161,0,0,0,0,0,0,M_8320
8564,L55743,L,298.0,308.9,1500,36.7,104,0,0,0,0,0,0,M_9563
4740,L51919,L,303.2,311.4,1351,53.8,8,1,0,1,0,0,0,M_5739
8595,L55774,L,297.4,308.0,1356,51.9,184,0,0,0,0,0,0,M_9594
4463,L51642,L,302.7,310.5,1263,67.8,197,1,0,1,0,1,0,M_5462
5529,L52708,L,302.4,311.8,1384,50.9,99,0,0,0,0,0,0,M_6528
1365,L48544,L,298.7,310.2,1566,33.1,68,0,0,0,0,0,0,M_2364
1780,M16639,M,298.6,308.2,1488,44.0,43,0,0,0,0,0,0,M_2779
9222,M24081,M,297.8,309.0,1675,30.0,110,0,0,0,0,0,0,M_10221
4786,H34199,H,303.9,312.7,1401,50.0,129,0,0,0,0,0,0,M_5785
6335,M21194,M,300.4,309.8,1725,30.4,195,0,0,0,0,0,0,M_7334
1819,M16678,M,298.1,307.7,1435,40.9,147,0,0,0,0,0,0,M_2818
7800,L54979,L,300.0,311.4,1374,41.9,96,0,0,0,0,0,0,M_8799
4938,L52117,L,303.4,312.3,1540,38.7,96,0,0,0,0,0,0,M_5937
2705,M17564,M,299.7,309.2,1608,34.4,68,0,0,0,0,0,0,M_3704
5286,L52465,L,303.8,313.1,1523,39.8,150,0,0,0,0,0,0,M_6285
176,L47355,L,298.2,308.1,1382,43.5,37,0,0,0,0,0,0,M_1175
7482,H36895,H,300.2,311.4,1506,36.1,141,0,0,0,0,0,0,M_8481
2094,L49273,L,299.4,309.2,1564,39.0,26,0,0,0,0,0,0,M_3093
8751,L55930,L,297.3,308.5,1764,30.8,148,0,0,0,0,0,0,M_9750
3492,H32905,H,301.9,310.9,1590,34.3,106,0,0,0,0,0,0,M_4491
1921,L49100,L,298.1,307.9,2161,17.5,5,0,0,0,0,0,0,M_2920
83,L47262,L,298.9,308.9,1453,40.8,11,0,0,0,0,0,0,M_1082
817,L47996,L,296.8,307.6,1434,48.3,138,0,0,0,0,0,0,M_1816
8602,H38015,H,297.4,308.2,1359,46.9,199,0,0,0,0,0,0,M_9601
7355,M22214,M,299.7,310.3,1429,47.7,35,0,0,0,0,0,0,M_8354
4397,H33810,H,302.3,310.1,1383,42.9,24,0,0,0,0,0,0,M_5396
9182,L56361,L,297.9,309.1,1521,36.1,15,0,0,0,0,0,0,M_10181
5569,L52748,L,302.5,312.1,1534,38.6,3,0,0,0,0,0,0,M_6568
284,L47463,L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,M_1283
4121,M18980,M,302.1,310.7,1376,46.3,210,1,0,1,0,0,0,M_5120
7481,M22340,M,300.2,311.4,1570,35.3,138,0,0,0,0,0,0,M_8480
610,L47789,L,298.1,309.9,1629,32.5,45,0,0,0,0,0,0,M_1609
2916,L50095,L,300.5,309.5,1255,62.1,138,0,0,0,0,0,0,M_3915
1814,L48993,L,298.1,307.7,1479,45.0,136,0,0,0,0,0,0,M_2813
1272,H30685,H,298.0,309.4,1490,40.5,53,0,0,0,0,0,0,M_2271
5925,L53104,L,300.3,310.2,1369,48.8,36,0,0,0,0,0,0,M_6924
9596,H39009,H,299.0,310.1,1432,50.0,45,0,0,0,0,0,0,M_10595
2995,L50174,L,300.5,309.8,1461,52.5,146,0,0,0,0,0,0,M_3994
7110,L54289,L,300.9,310.5,1599,40.5,57,0,0,0,0,0,0,M_8109
8614,M23473,M,297.5,308.5,1401,50.5,6,0,0,0,0,0,0,M_9613
7357,L54536,L,299.6,310.2,1333,51.2,40,0,0,0,0,0,0,M_8356
2643,L49822,L,299.8,309.5,1542,40.3,141,0,0,0,0,0,0,M_3642
6554,L53733,L,301.4,310.8,1389,52.7,125,0,0,0,0,0,0,M_7553
4509,L51688,L,302.4,310.0,1426,46.6,102,0,0,0,0,0,0,M_5508
2306,H31719,H,299.2,308.5,1342,47.5,147,0,0,0,0,0,0,M_3305
6503,L53682,L,300.9,310.0,2595,13.7,207,0,0,0,0,0,0,M_7502
6261,L53440,L,301.1,310.7,1436,45.3,8,0,0,0,0,0,0,M_7260
4196,L51375,L,302.5,311.0,1548,38.4,188,0,0,0,0,0,0,M_5195
5563,L52742,L,302.3,311.7,1648,32.1,197,0,0,0,0,0,0,M_6562
4841,L52020,L,303.4,311.9,1298,63.9,59,1,0,1,0,0,0,M_5840
4656,L51835,L,303.1,311.1,1854,22.6,19,0,0,0,0,0,0,M_5655
8148,L55327,L,299.5,310.8,1447,41.0,93,0,0,0,0,0,0,M_9147
4169,L51348,L,302.2,310.6,1632,30.5,122,0,0,0,0,0,0,M_5168
3850,L51029,L,302.3,311.0,1561,37.2,180,0,0,0,0,0,0,M_4849
9848,L57027,L,298.4,309.1,1362,46.1,37,0,0,0,0,0,0,M_10847
8402,H37815,H,298.5,309.4,1671,31.8,108,0,0,0,0,0,0,M_9401
5254,L52433,L,303.5,313.0,1547,40.3,73,0,0,0,0,0,0,M_6253
7885,L55064,L,300.8,312.4,1465,59.1,91,1,0,0,1,0,0,M_8884
5534,L52713,L,302.4,311.7,1721,26.9,112,0,0,0,0,0,0,M_6533
2415,L49594,L,299.1,308.5,1415,43.4,0,0,0,0,0,0,0,M_3414
3555,L50734,L,301.9,310.8,1525,43.2,62,0,0,0,0,0,0,M_4554
4692,L51871,L,303.5,311.5,1535,33.3,120,0,0,0,0,0,0,M_5691
4499,H33912,H,302.6,310.4,1614,36.0,74,0,0,0,0,0,0,M_5498
2196,L49375,L,299.6,308.9,1613,30.8,80,0,0,0,0,0,0,M_3195
5046,M19905,M,304.1,313.2,1510,46.9,152,0,0,0,0,0,0,M_6045
2601,L49780,L,299.3,309.0,1422,47.3,25,0,0,0,0,0,0,M_3600
1519,H30932,H,298.2,309.0,1371,55.7,23,0,0,0,0,0,0,M_2518
4765,M19624,M,303.7,312.0,1402,48.6,76,0,0,0,0,0,0,M_5764
4315,H33728,H,301.4,310.1,1623,32.3,39,0,0,0,0,0,0,M_5314
3367,M18226,M,301.4,310.7,1692,32.3,5,0,0,0,0,0,0,M_4366
6066,L53245,L,301.0,310.9,1568,38.2,172,0,0,0,0,0,0,M_7065
6583,L53762,L,301.5,310.5,1528,35.7,198,0,0,0,0,0,0,M_7582
2634,L49813,L,300.1,309.8,1532,39.8,115,0,0,0,0,0,0,M_3633
7338,L54517,L,299.9,310.5,1539,32.8,213,0,0,0,0,0,0,M_8337
5634,L52813,L,302.7,312.2,1447,47.5,166,0,0,0,0,0,0,M_6633
9169,H38582,H,297.6,308.8,1385,44.4,181,0,0,0,0,0,0,M_10168
8790,L55969,L,297.4,308.5,1471,43.9,45,0,0,0,0,0,0,M_9789
2435,M17294,M,299.0,308.2,1358,42.7,50,0,0,0,0,0,0,M_3434
8278,H37691,H,298.8,310.5,1294,55.8,202,0,0,0,0,0,0,M_9277
6759,L53938,L,301.7,311.1,1644,32.8,206,0,0,0,0,0,0,M_7758
6612,H36025,H,301.5,310.5,1587,33.8,57,0,0,0,0,0,0,M_7611
4521,L51700,L,302.4,310.4,1456,47.6,127,0,0,0,0,0,0,M_5520
5588,L52767,L,302.5,311.9,1481,42.9,52,0,0,0,0,0,0,M_6587
3546,L50725,L,301.8,310.8,1576,38.6,38,0,0,0,0,0,0,M_4545
5966,H35379,H,300.5,310.9,1447,46.5,137,0,0,0,0,0,0,M_6965
5993,L53172,L,300.7,310.6,1288,47.2,216,0,0,0,0,0,0,M_6992
8806,M23665,M,297.4,308.6,1469,42.6,80,0,0,0,0,0,0,M_9805
5532,M20391,M,302.3,311.7,1504,37.3,107,0,0,0,0,0,0,M_6531
5445,L52624,L,303.0,312.7,2024,19.9,102,0,0,0,0,0,0,M_6444
518,M15377,M,297.5,309.4,1391,58.2,34,0,0,0,0,0,0,M_1517
6111,L53290,L,300.7,310.8,1534,41.3,69,0,0,0,0,0,0,M_7110
6865,L54044,L,301.1,311.3,1268,60.0,53,0,0,0,0,0,0,M_7864
7961,H37374,H,301.1,312.2,1491,42.6,52,0,0,0,0,0,0,M_8960
1416,L48595,L,298.7,309.9,1617,33.0,203,0,0,0,0,0,0,M_2415
4665,M19524,M,303.3,311.3,1566,46.1,41,0,0,0,0,0,0,M_5664
4457,L51636,L,302.3,310.1,1487,46.0,184,0,0,0,0,0,0,M_5456
2762,L49941,L,299.8,309.3,1299,65.1,212,1,0,0,0,1,0,M_3761
4856,L52035,L,303.7,312.3,1375,46.2,98,0,0,0,0,0,0,M_5855
128,L47307,L,298.9,308.6,1413,46.5,122,0,0,0,0,0,0,M_1127
3475,M18334,M,301.9,310.8,1557,35.3,65,0,0,0,0,0,0,M_4474
7970,L55149,L,300.9,312.1,1711,28.8,74,0,0,0,0,0,0,M_8969
4311,L51490,L,301.4,310.0,1776,25.6,30,0,0,0,0,0,0,M_5310
2439,M17298,M,299.1,308.4,1330,53.6,62,0,0,0,0,0,0,M_3438
3766,M18625,M,302.4,311.1,1443,51.8,178,0,0,0,0,0,0,M_4765
6877,L54056,L,300.8,311.2,1430,54.4,85,0,0,0,0,0,0,M_7876
5897,L53076,L,301.1,310.8,1274,55.7,169,0,0,0,0,0,0,M_6896
5841,M20700,M,301.3,311.1,1581,30.9,31,0,0,0,0,0,0,M_6840
8843,L56022,L,297.3,308.7,1492,43.6,189,0,0,0,0,0,0,M_9842
9771,H39184,H,298.6,309.5,1584,31.8,27,0,0,0,0,0,0,M_10770
1474,M16333,M,298.5,309.5,1315,48.9,127,0,0,0,0,0,0,M_2473
4822,L52001,L,303.5,311.9,1405,45.6,10,0,0,0,0,0,0,M_5821
6916,L54095,L,301.0,311.4,1484,36.2,188,0,0,0,0,0,0,M_7915
3561,L50740,L,301.8,310.7,1680,32.4,76,0,0,0,0,0,0,M_4560
3952,M18811,M,302.3,311.4,1571,32.7,17,0,0,0,0,0,0,M_4951
50,M14909,M,298.9,309.2,1412,44.1,140,0,0,0,0,0,0,M_1049
5438,M20297,M,302.9,312.6,1394,46.4,82,0,0,0,0,0,0,M_6437
9898,L57077,L,298.8,309.3,1357,47.1,176,0,0,0,0,0,0,M_10897
888,H30301,H,295.7,306.2,2161,16.5,105,0,0,0,0,0,0,M_1887
2617,L49796,L,299.4,309.1,1207,66.5,66,0,0,0,0,0,0,M_3616
517,L47696,L,297.5,309.3,1732,29.9,32,0,0,0,0,0,0,M_1516
3169,M18028,M,300.4,309.6,1614,30.3,161,0,0,0,0,0,0,M_4168
2950,M17809,M,300.7,309.5,1470,48.7,21,0,0,0,0,0,0,M_3949
1425,L48604,L,298.7,309.7,1462,46.8,4,0,0,0,0,0,0,M_2424
140,L47319,L,298.8,308.6,1268,55.8,155,0,0,0,0,0,0,M_1139
1925,L49104,L,297.9,307.7,1353,50.7,13,0,0,0,0,0,0,M_2924
2379,L49558,L,299.1,308.2,1348,56.1,110,0,0,0,0,0,0,M_3378
3198,L50377,L,300.0,309.1,1465,40.6,9,0,0,0,0,0,0,M_4197
5132,L52311,L,304.1,313.3,1452,43.9,182,0,0,0,0,0,0,M_6131
113,M14972,M,298.8,308.7,1498,39.5,89,0,0,0,0,0,0,M_1112
4560,L51739,L,302.7,310.7,1433,43.7,13,0,0,0,0,0,0,M_5559
4596,M19455,M,303.0,311.2,1460,43.9,103,0,0,0,0,0,0,M_5595
7998,M22857,M,301.0,312.2,2710,9.7,143,1,0,0,1,0,0,M_8997
3251,H32664,H,301.2,309.8,1709,27.0,151,0,0,0,0,0,0,M_4250
4691,M19550,M,303.4,311.5,1483,43.0,117,0,0,0,0,0,0,M_5690
8116,L55295,L,300.4,311.8,1367,57.2,10,0,0,0,0,0,0,M_9115
7768,H37181,H,300.2,311.4,1319,54.6,15,0,0,0,0,0,0,M_8767
4547,M19406,M,302.5,310.4,1429,43.2,191,0,0,0,0,0,0,M_5546
7085,L54264,L,300.6,310.3,1794,24.4,211,0,0,0,0,0,0,M_8084
3278,L50457,L,301.3,310.1,1531,41.6,9,0,0,0,0,0,0,M_4277
7543,M22402,M,300.4,311.6,1401,49.9,79,0,0,0,0,0,0,M_8542
6594,L53773,L,301.6,310.7,1679,29.5,10,0,0,0,0,0,0,M_7593
4069,L51248,L,301.9,310.7,1405,48.8,78,0,0,0,0,0,0,M_5068
4409,L51588,L,302.4,310.1,2009,18.9,59,0,0,0,0,0,0,M_5408
8645,M23504,M,297.6,308.5,1443,38.2,85,0,0,0,0,0,0,M_9644
8589,L55768,L,297.3,307.8,1385,44.4,169,0,0,0,0,0,0,M_9588
7385,L54564,L,299.7,310.4,1614,36.2,108,0,0,0,0,0,0,M_8384
3223,M18082,M,300.7,309.7,1435,44.7,76,0,0,0,0,0,0,M_4222
8211,H37624,H,299.2,310.7,1636,29.4,23,0,0,0,0,0,0,M_9210
452,H29865,H,297.5,308.6,1440,46.1,84,0,0,0,0,0,0,M_1451
3732,M18591,M,302.2,311.2,1377,43.0,91,0,0,0,0,0,0,M_4731
8954,L56133,L,297.3,308.0,1518,36.0,59,0,0,0,0,0,0,M_9953
4987,L52166,L,303.7,312.9,1502,40.5,0,0,0,0,0,0,0,M_5986
3664,M18523,M,302.3,311.7,1442,41.7,127,0,0,0,0,0,0,M_4663
2764,L49943,L,299.8,309.2,1491,47.5,216,0,0,0,0,0,0,M_3763
659,L47838,L,297.7,309.1,1562,36.8,172,0,0,0,0,0,0,M_1658
7679,M22538,M,300.6,311.7,1389,52.1,210,0,0,0,0,0,0,M_8678
7677,L54856,L,300.6,311.7,1448,49.1,206,0,0,0,0,0,0,M_8676
4621,L51800,L,303.1,311.3,1336,52.6,172,1,0,1,0,0,0,M_5620
1000,L48179,L,296.3,307.1,1560,33.2,186,0,0,0,0,0,0,M_1999
390,M15249,M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,M_1389
3408,L50587,L,301.2,310.4,1381,49.8,115,0,0,0,0,0,0,M_4407
1477,L48656,L,298.4,309.5,1692,28.3,136,0,0,0,0,0,0,M_2476
2241,L49420,L,299.2,308.5,1457,44.7,195,0,0,0,0,0,0,M_3240
2387,L49566,L,299.1,308.4,1543,37.9,130,0,0,0,0,0,0,M_3386
9140,L56319,L,297.5,308.5,1536,36.9,108,0,0,0,0,0,0,M_10139
993,L48172,L,296.1,307.1,1651,35.7,167,0,0,0,0,0,0,M_1992
4998,M19857,M,303.6,312.8,2659,11.4,26,1,0,0,1,0,0,M_5997
3923,M18782,M,302.6,311.4,1757,29.5,151,0,0,0,0,0,0,M_4922
2973,M17832,M,300.6,309.4,1432,44.2,84,0,0,0,0,0,0,M_3972
3387,H32800,H,301.5,310.8,1474,38.7,58,0,0,0,0,0,0,M_4386
7886,L55065,L,300.7,312.3,1590,36.3,93,0,0,0,0,0,0,M_8885
8813,M23672,M,297.2,308.4,1378,41.9,97,0,0,0,0,0,0,M_9812
4770,H34183,H,303.6,311.9,1544,37.1,88,0,0,0,0,0,0,M_5769
1294,H30707,H,298.7,309.8,1582,33.4,121,0,0,0,0,0,0,M_2293
1825,L49004,L,298.1,307.5,1391,57.4,161,0,0,0,0,0,0,M_2824
2874,H32287,H,300.6,309.4,1555,37.9,24,0,0,0,0,0,0,M_3873
4174,M19033,M,302.2,310.6,1346,49.2,134,1,0,1,0,0,0,M_5173
2536,L49715,L,299.0,308.8,1495,38.4,75,0,0,0,0,0,0,M_3535
9133,M23992,M,297.6,308.6,1585,42.0,90,0,0,0,0,0,0,M_10132
1908,L49087,L,297.9,307.6,1504,42.4,180,0,0,0,0,0,0,M_2907
43,M14902,M,298.8,309.1,1368,49.1,117,0,0,0,0,0,0,M_1042
9492,M24351,M,299.0,309.7,1489,40.7,212,0,0,0,0,0,0,M_10491
369,L47548,L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,M_1368
1152,L48331,L,297.0,307.9,1350,47.7,168,0,0,0,0,0,0,M_2151
7753,M22612,M,300.4,311.7,1832,24.2,179,0,0,0,0,0,0,M_8752
6359,M21218,M,300.2,309.8,1466,45.7,41,0,0,0,0,0,0,M_7358
5913,M20772,M,300.7,310.3,1659,29.8,6,0,0,0,0,0,0,M_6912
6508,L53687,L,301.0,310.1,1558,32.6,0,0,0,0,0,0,0,M_7507
7526,H36939,H,300.1,311.5,1383,49.1,33,0,0,0,0,0,0,M_8525
4161,M19020,M,302.0,310.4,1608,33.1,97,0,0,0,0,0,0,M_5160
4288,M19147,M,301.7,309.9,1457,39.2,192,0,0,0,0,0,0,M_5287
7776,L54955,L,300.3,311.5,1663,33.6,38,0,0,0,0,0,0,M_8775
6715,L53894,L,301.3,310.6,1440,53.8,90,0,0,0,0,0,0,M_7714
175,L47354,L,298.2,308.1,1306,58.3,35,0,0,0,0,0,0,M_1174
1904,L49083,L,297.9,307.6,1968,20.4,171,0,0,0,0,0,0,M_2903
1100,M15959,M,296.8,307.4,1472,43.9,30,0,0,0,0,0,0,M_2099
8115,H37528,H,300.4,311.8,2496,13.5,5,0,0,0,0,0,0,M_9114
3409,M18268,M,301.2,310.4,1382,41.6,117,0,0,0,0,0,0,M_4408
1539,L48718,L,298.4,309.1,1798,29.6,81,0,0,0,0,0,0,M_2538
2293,L49472,L,299.6,308.9,1422,53.2,120,0,0,0,0,0,0,M_3292
9301,L56480,L,298.1,308.9,1367,41.9,113,0,0,0,0,0,0,M_10300
1364,L48543,L,298.7,310.1,1433,54.6,66,0,0,0,0,0,0,M_2363
7189,L54368,L,300.4,310.4,1286,56.8,46,0,0,0,0,0,0,M_8188
6628,M21487,M,301.7,310.6,1876,22.1,99,0,0,0,0,0,0,M_7627
5261,M20120,M,303.5,313.0,1492,46.1,89,0,0,0,0,0,0,M_6260
